transaction_id,date,agency,vendor_id,contract_type,amount,description,currency,is_anomaly
b0a7be42,2025-02-19,NHAI (National Highways Authority of India),GMR Infrastructure,Consultancy,313858.86,Toll plaza operation and maintenance,INR,0
fee07265,2025-10-28,CPWD (Central Public Works Department),Shapoorji Pallonji Group,Lump Sum,573184.47,Renovation of government quarters,INR,0
aca26acb,2025-09-24,NHAI (National Highways Authority of India),Tata Projects Ltd,Item Rate,3330308.58,Toll plaza operation and maintenance,INR,0
9936f489,2025-04-25,Ministry of Railways,Wipro Government Solutions,EPC (Engineering Procurement Construction),1739606.07,Procurement of rolling stock components,INR,0
dd8b4600,2025-10-05,NHAI (National Highways Authority of India),Tata Projects Ltd,Item Rate,119552.6,Road safety consultancy services,INR,0
86f06441,2025-02-10,Ministry of Health & Family Welfare,Infosys Ltd,Consultancy,23998066.96,Supply of medical equipment for AIIMS,INR,0
a4e9f847,2025-06-24,Ministry of Rural Development,Bharat Electronics Ltd,Lump Sum,2195295.87,Road construction under PMGSY,INR,0
c998d721,2025-03-19,NHAI (National Highways Authority of India),GMR Infrastructure,Item Rate,795412.9,Toll plaza operation and maintenance,INR,0
c227a267,2025-10-20,CPWD (Central Public Works Department),Bharat Electronics Ltd,Item Rate,217722.04,Renovation of government quarters,INR,0
39c99462,2025-02-25,CPWD (Central Public Works Department),Adani Enterprises,Item Rate,944533.42,Renovation of government quarters,INR,0
b2ba2342,2025-10-24,Ministry of Defence,Patanjali Ayurved,Item Rate,191940.88,Maintenance of cantonment roads,INR,0
2cb8b54c,2025-04-15,CPWD (Central Public Works Department),Rail Vikas Nigam Ltd,Lump Sum,28590150.54,Facilitation fee for clearance,INR,1
c17d335f,2025-09-03,Ministry of Defence,Rail Vikas Nigam Ltd,EPC (Engineering Procurement Construction),1711497.77,Procurement of spare parts for vehicles,INR,0
de4454ab,2025-08-17,CPWD (Central Public Works Department),Adani Enterprises,Consultancy,58507141.99,Miscellaneous liaisoning charges,INR,1
152f39c1,2025-06-18,CPWD (Central Public Works Department),GMR Infrastructure,Lump Sum,2144098.39,Horticulture works for central vista,INR,0
757a827c,2025-07-17,NHAI (National Highways Authority of India),Bharat Electronics Ltd,Lump Sum,66521.45,Road safety consultancy services,INR,0
a77506fc,2025-02-11,Ministry of Defence,Tata Projects Ltd,Consultancy,218258.55,Maintenance of cantonment roads,INR,0
5ebe1373,2025-06-04,Ministry of Railways,GMR Infrastructure,Item Rate,331689.76,Procurement of rolling stock components,INR,0
5b5d74d7,2025-04-24,Ministry of Health & Family Welfare,Reliance Infrastructure,Lump Sum,525510.91,Supply of medical equipment for AIIMS,INR,0
c8c3cb85,2025-05-01,NHAI (National Highways Authority of India),Tata Projects Ltd,Item Rate,72343.4,Construction of 4-lane highway section km 10-50,INR,0
35c151e8,2025-09-02,CPWD (Central Public Works Department),Rail Vikas Nigam Ltd,EPC (Engineering Procurement Construction),1131590.6,Horticulture works for central vista,INR,0
1d18d2e0,2025-07-13,CPWD (Central Public Works Department),Larsen & Toubro Ltd,Item Rate,879440.73,Renovation of government quarters,INR,0
90444d79,2025-05-12,Ministry of Health & Family Welfare,Adani Enterprises,Lump Sum,590561.78,Procurement of vaccines,INR,0
e49450ae,2025-03-15,Ministry of Rural Development,GMR Infrastructure,Lump Sum,513261.7,Road construction under PMGSY,INR,0
214bd3db,2025-03-10,CPWD (Central Public Works Department),Shapoorji Pallonji Group,Consultancy,1933436.88,Renovation of government quarters,INR,0
5940efbb,2025-02-03,NHAI (National Highways Authority of India),Rail Vikas Nigam Ltd,Lump Sum,1121176.0,Toll plaza operation and maintenance,INR,0
256d95a1,2025-10-05,Ministry of Railways,Reliance Infrastructure,Lump Sum,1944739.3,Signalling modernization for New Delhi,INR,0
161dcf1a,2025-11-13,Ministry of Health & Family Welfare,Tata Projects Ltd,Consultancy,4500000.0,Facilitation fee for clearance,INR,1
e68fa776,2025-09-02,CPWD (Central Public Works Department),Rail Vikas Nigam Ltd,EPC (Engineering Procurement Construction),524620.5,Renovation of government quarters,INR,0
2a4eecd0,2025-07-04,Ministry of Defence,Patanjali Ayurved,Consultancy,6685072.21,Procurement of spare parts for vehicles,INR,0
70898975,2025-03-10,Ministry of Defence,Larsen & Toubro Ltd,EPC (Engineering Procurement Construction),193512.11,Maintenance of cantonment roads,INR,0
cd6f4baa,2025-04-29,Ministry of Railways,Wipro Government Solutions,Consultancy,2358761.49,Procurement of rolling stock components,INR,0
2e666fcd,2025-10-18,Ministry of Health & Family Welfare,Infosys Ltd,Item Rate,2526051.38,Procurement of vaccines,INR,0
9e6e700f,2025-09-18,NHAI (National Highways Authority of India),Rail Vikas Nigam Ltd,Lump Sum,3694683.65,Road safety consultancy services,INR,0
fde38f56,2025-05-08,Ministry of Rural Development,GMR Infrastructure,Consultancy,123288.45,Skill development training program,INR,0
b07f974f,2025-10-20,NHAI (National Highways Authority of India),Larsen & Toubro Ltd,Item Rate,111547.48,Construction of 4-lane highway section Phase-2,INR,0
ec14467c,2025-03-20,Ministry of Health & Family Welfare,Bharat Electronics Ltd,EPC (Engineering Procurement Construction),168801.35,Procurement of vaccines,INR,0
174a0261,2025-07-20,Ministry of Health & Family Welfare,Adani Enterprises,EPC (Engineering Procurement Construction),43386.36,Procurement of vaccines,INR,0
495980af,2025-10-03,Ministry of Rural Development,GMR Infrastructure,Item Rate,3664290.19,Water conservation project,INR,0
e665f1fa,2025-05-31,Ministry of Health & Family Welfare,Tata Projects Ltd,EPC (Engineering Procurement Construction),80826.15,Hospital management works,INR,0
babb581f,2026-01-02,Ministry of Defence,Reliance Infrastructure,Lump Sum,3769221.73,Supply of high-altitude clothing,INR,0
a94dba2e,2025-12-22,NHAI (National Highways Authority of India),Patanjali Ayurved,EPC (Engineering Procurement Construction),5432378.79,Road safety consultancy services,INR,0
239c40c5,2025-06-03,Ministry of Railways,Shapoorji Pallonji Group,Item Rate,1319300.48,Signalling modernization for New Delhi,INR,0
d962c263,2025-12-27,Ministry of Defence,Larsen & Toubro Ltd,EPC (Engineering Procurement Construction),996277.21,Procurement of spare parts for vehicles,INR,0
c1ca6f6e,2025-05-07,CPWD (Central Public Works Department),Tata Projects Ltd,Consultancy,212832.55,Horticulture works for central vista,INR,0
6a12f21c,2025-09-29,Ministry of Defence,Infosys Ltd,Consultancy,707006.22,Maintenance of cantonment roads,INR,0
f1d18e22,2025-01-19,Ministry of Health & Family Welfare,Bharat Electronics Ltd,Lump Sum,2093174.54,Supply of medical equipment for AIIMS,INR,0
8856d03a,2025-11-27,NHAI (National Highways Authority of India),Wipro Government Solutions,Item Rate,461667.74,Construction of 4-lane highway section Phase-2,INR,0
69c552c1,2025-01-16,NHAI (National Highways Authority of India),Tata Projects Ltd,EPC (Engineering Procurement Construction),7672039.1,Toll plaza operation and maintenance,INR,0
22475b36,2025-11-08,Ministry of Railways,Bharat Electronics Ltd,Lump Sum,306923.15,Track renewal works for Eastern Zone,INR,0
5621526b,2025-03-07,Ministry of Railways,Hindustan Construction Co,Lump Sum,342046.14,Signalling modernization for New Delhi,INR,0
4856383c,2025-09-11,Ministry of Defence,Tata Projects Ltd,Item Rate,2133913.08,Procurement of spare parts for vehicles,INR,0
83f92e75,2025-10-29,CPWD (Central Public Works Department),Tata Projects Ltd,Consultancy,24638306.16,Horticulture works for central vista,INR,0
18ea1b3d,2025-11-30,Ministry of Railways,Bharat Electronics Ltd,Consultancy,2131376.16,Procurement of rolling stock components,INR,0
e9d08d59,2025-06-04,Ministry of Railways,Hindustan Construction Co,EPC (Engineering Procurement Construction),70885.26,Track renewal works for Northern Zone,INR,0
b24f4b0f,2025-12-10,NHAI (National Highways Authority of India),Wipro Government Solutions,Item Rate,1700000.0,Emergency procurement of unspecified consumables,INR,1
979f2daa,2025-07-09,Ministry of Defence,Hindustan Construction Co,Item Rate,564343.12,Maintenance of cantonment roads,INR,0
7876055a,2025-09-29,Ministry of Defence,Adani Enterprises,Lump Sum,353299.18,Supply of high-altitude clothing,INR,0
78a950ce,2025-12-26,Ministry of Defence,Adani Enterprises,EPC (Engineering Procurement Construction),1610199.14,Procurement of spare parts for vehicles,INR,0
21b8711d,2025-05-19,CPWD (Central Public Works Department),Rail Vikas Nigam Ltd,Lump Sum,10800000.0,Ghost material entry for site #99,INR,1
599b626a,2025-01-22,Ministry of Health & Family Welfare,Shapoorji Pallonji Group,Lump Sum,656795.25,Supply of medical equipment for AIIMS,INR,0
d3ff0b3a,2025-01-15,Ministry of Rural Development,Wipro Government Solutions,Consultancy,42441.89,Skill development training program,INR,0
af1d63ac,2025-09-01,Ministry of Railways,Reliance Infrastructure,Item Rate,3466838.47,Procurement of rolling stock components,INR,0
bf46c5b9,2025-05-28,CPWD (Central Public Works Department),Hindustan Construction Co,EPC (Engineering Procurement Construction),278488.96,Renovation of government quarters,INR,0
4abfc9b8,2025-12-18,NHAI (National Highways Authority of India),Infosys Ltd,Lump Sum,2190072.02,Road safety consultancy services,INR,0
6e0c2065,2025-12-15,Ministry of Railways,Larsen & Toubro Ltd,Consultancy,2292071.3,Track renewal works for Eastern Zone,INR,0
b055f0ca,2025-04-26,Ministry of Defence,Rail Vikas Nigam Ltd,Lump Sum,325679.87,Maintenance of cantonment roads,INR,0
b50e91ca,2025-03-05,Ministry of Rural Development,Reliance Infrastructure,Lump Sum,250619.49,Skill development training program,INR,0
e6d39f20,2025-08-06,NHAI (National Highways Authority of India),Tata Projects Ltd,Lump Sum,4518115.07,Construction of 4-lane highway section Package-IV,INR,0
49e87b20,2025-03-19,Ministry of Rural Development,GMR Infrastructure,Item Rate,125454.7,Road construction under PMGSY,INR,0
7790a5e8,2025-07-05,Ministry of Railways,Adani Enterprises,Consultancy,5927814.66,Track renewal works for Western Zone,INR,0
5ca887ce,2025-10-20,Ministry of Defence,Tata Projects Ltd,Lump Sum,1760194.04,Procurement of spare parts for vehicles,INR,0
6078632d,2025-12-26,NHAI (National Highways Authority of India),Larsen & Toubro Ltd,EPC (Engineering Procurement Construction),480357.05,Road safety consultancy services,INR,0
714f05e6,2025-05-26,Ministry of Defence,Hindustan Construction Co,Item Rate,189669.32,Maintenance of cantonment roads,INR,0
9b170556,2026-01-02,Ministry of Health & Family Welfare,Infosys Ltd,EPC (Engineering Procurement Construction),1559186.66,Supply of medical equipment for AIIMS,INR,0
8ba4eddc,2025-09-26,Ministry of Railways,Infosys Ltd,EPC (Engineering Procurement Construction),3054550.16,Track renewal works for Eastern Zone,INR,0
2515b9a6,2025-07-22,NHAI (National Highways Authority of India),Reliance Infrastructure,Consultancy,317787.41,Toll plaza operation and maintenance,INR,0
7d24f8b6,2025-01-24,Ministry of Railways,Infosys Ltd,Lump Sum,1345680.92,Signalling modernization for New Delhi,INR,0
3f43bce8,2025-12-04,Ministry of Rural Development,Rail Vikas Nigam Ltd,EPC (Engineering Procurement Construction),601441.97,Water conservation project,INR,0
ff54795a,2025-07-19,NHAI (National Highways Authority of India),Wipro Government Solutions,Lump Sum,10123786.23,Road safety consultancy services,INR,0
7c85b623,2025-04-12,CPWD (Central Public Works Department),Patanjali Ayurved,EPC (Engineering Procurement Construction),167870.76,Renovation of government quarters,INR,0
cb327829,2025-03-12,NHAI (National Highways Authority of India),GMR Infrastructure,EPC (Engineering Procurement Construction),572094.59,Toll plaza operation and maintenance,INR,0
ab3dde3d,2025-09-16,Ministry of Railways,Patanjali Ayurved,Consultancy,1515876.53,Track renewal works for Western Zone,INR,0
f532b6ae,2025-11-17,Ministry of Rural Development,Larsen & Toubro Ltd,Lump Sum,380225.77,Water conservation project,INR,0
4e92bc26,2025-01-18,Ministry of Railways,Adani Enterprises,Lump Sum,1425420.47,Track renewal works for Western Zone,INR,0
217476fc,2025-09-27,Ministry of Health & Family Welfare,Wipro Government Solutions,EPC (Engineering Procurement Construction),1141395.13,Supply of medical equipment for AIIMS,INR,0
7025f4fa,2025-08-19,Ministry of Rural Development,Reliance Infrastructure,Lump Sum,184637.82,Road construction under PMGSY,INR,0
cfcb6644,2025-05-05,CPWD (Central Public Works Department),Adani Enterprises,Item Rate,881019.11,Electrical maintenance of Nirman Bhawan,INR,0
62d16a38,2025-05-08,NHAI (National Highways Authority of India),Wipro Government Solutions,Lump Sum,1886523501.32,Facilitation fee for clearance,INR,1
a79f001e,2025-11-07,Ministry of Rural Development,Wipro Government Solutions,EPC (Engineering Procurement Construction),3034928.71,Skill development training program,INR,0
2ccc233a,2025-08-28,Ministry of Railways,Infosys Ltd,Lump Sum,933354.62,Procurement of rolling stock components,INR,0
d0ae4210,2025-12-21,Ministry of Railways,Rail Vikas Nigam Ltd,Consultancy,652807.25,Signalling modernization for New Delhi,INR,0
5f307f5a,2025-12-23,NHAI (National Highways Authority of India),Infosys Ltd,Item Rate,2440606.98,Toll plaza operation and maintenance,INR,0
85763b58,2026-01-06,Ministry of Defence,Wipro Government Solutions,Item Rate,337122.73,Procurement of spare parts for vehicles,INR,0
d89310f1,2025-11-06,Ministry of Health & Family Welfare,Bharat Electronics Ltd,EPC (Engineering Procurement Construction),5791990.52,Hospital management works,INR,0
90f44e23,2025-08-25,CPWD (Central Public Works Department),GMR Infrastructure,Lump Sum,543353.75,Horticulture works for central vista,INR,0
1b286be6,2025-10-06,Ministry of Railways,Patanjali Ayurved,Lump Sum,57908493.85,Procurement of rolling stock components,INR,0
fe186a23,2025-04-22,Ministry of Railways,Hindustan Construction Co,Consultancy,4407802.43,Signalling modernization for Howrah,INR,0
cf68521c,2025-07-20,Ministry of Health & Family Welfare,GMR Infrastructure,Item Rate,600000.0,Urgent supply - Vendor TBD,INR,1
046d00e2,2025-01-18,CPWD (Central Public Works Department),Reliance Infrastructure,Lump Sum,2224239.75,Horticulture works for central vista,INR,0
5d0dad18,2025-01-14,Ministry of Rural Development,Wipro Government Solutions,EPC (Engineering Procurement Construction),335328.89,Road construction under PMGSY,INR,0
34c86444,2025-11-23,Ministry of Health & Family Welfare,Wipro Government Solutions,EPC (Engineering Procurement Construction),450650.39,Hospital management works,INR,0
e7109e26,2025-04-27,Ministry of Health & Family Welfare,Adani Enterprises,Item Rate,2231936.6,Hospital management works,INR,0
69ebd058,2025-05-09,Ministry of Railways,Rail Vikas Nigam Ltd,Item Rate,434709.1,Procurement of rolling stock components,INR,0
1a72d040,2025-11-10,Ministry of Railways,Rail Vikas Nigam Ltd,Consultancy,635413.25,Track renewal works for Eastern Zone,INR,0
76079643,2025-12-05,CPWD (Central Public Works Department),Bharat Electronics Ltd,Consultancy,16084934.58,Renovation of government quarters,INR,0
11b6d315,2025-03-23,Ministry of Defence,Shapoorji Pallonji Group,Item Rate,2711427.41,Maintenance of cantonment roads,INR,0
ce77ca3b,2025-04-02,Ministry of Railways,Tata Projects Ltd,Item Rate,8629235.46,Signalling modernization for Howrah,INR,0
247f19c3,2025-05-28,CPWD (Central Public Works Department),Reliance Infrastructure,EPC (Engineering Procurement Construction),1019111.15,Electrical maintenance of Nirman Bhawan,INR,0
b609c75a,2025-11-26,Ministry of Rural Development,Patanjali Ayurved,EPC (Engineering Procurement Construction),3345213.74,Road construction under PMGSY,INR,0
8d09532b,2025-10-27,Ministry of Rural Development,Larsen & Toubro Ltd,Item Rate,755552.32,Road construction under PMGSY,INR,0
166bec13,2025-07-28,CPWD (Central Public Works Department),Tata Projects Ltd,Consultancy,993180.02,Electrical maintenance of Nirman Bhawan,INR,0
7ab034b7,2025-03-13,Ministry of Railways,Bharat Electronics Ltd,EPC (Engineering Procurement Construction),1824062.73,Procurement of rolling stock components,INR,0
ffc6d56e,2025-01-24,CPWD (Central Public Works Department),Wipro Government Solutions,Consultancy,895831.84,Electrical maintenance of Parliament Annexe,INR,0
